Date,MOEX_Close,SP500_Close,USD_RUB
2022-01-02 21:00:00+00:00,3852.5,,
2022-01-03 00:00:00+00:00,3852.5,,74.98600006103516
2022-01-03 05:00:00+00:00,3852.5,4796.56005859375,74.98600006103516
2022-01-03 21:00:00+00:00,3873.489990234375,4796.56005859375,74.98600006103516
2022-01-04 00:00:00+00:00,3873.489990234375,4796.56005859375,74.3718032836914
2022-01-04 05:00:00+00:00,3873.489990234375,4793.5400390625,74.3718032836914
2022-01-04 21:00:00+00:00,3815.050048828125,4793.5400390625,74.3718032836914
2022-01-05 00:00:00+00:00,3815.050048828125,4793.5400390625,75.26300048828125
2022-01-05 05:00:00+00:00,3815.050048828125,4700.580078125,75.26300048828125
2022-01-05 21:00:00+00:00,3753.2900390625,4700.580078125,75.26300048828125
2022-01-06 00:00:00+00:00,3753.2900390625,4700.580078125,76.6615982055664
2022-01-06 05:00:00+00:00,3753.2900390625,4696.0498046875,76.6615982055664
2022-01-07 00:00:00+00:00,3753.2900390625,4696.0498046875,76.35369873046875
2022-01-07 05:00:00+00:00,3753.2900390625,4677.02978515625,76.35369873046875
2022-01-09 21:00:00+00:00,3738.679931640625,4677.02978515625,76.35369873046875
2022-01-10 00:00:00+00:00,3738.679931640625,4677.02978515625,75.44599914550781
2022-01-10 05:00:00+00:00,3738.679931640625,4670.2900390625,75.44599914550781
2022-01-10 21:00:00+00:00,3785.2900390625,4670.2900390625,75.44599914550781
2022-01-11 00:00:00+00:00,3785.2900390625,4670.2900390625,74.85600280761719
2022-01-11 05:00:00+00:00,3785.2900390625,4713.06982421875,74.85600280761719
2022-01-11 21:00:00+00:00,3829.949951171875,4713.06982421875,74.85600280761719
2022-01-12 00:00:00+00:00,3829.949951171875,4713.06982421875,74.45369720458984
2022-01-12 05:00:00+00:00,3829.949951171875,4726.35009765625,74.45369720458984
2022-01-12 21:00:00+00:00,3674.72998046875,4726.35009765625,74.45369720458984
2022-01-13 00:00:00+00:00,3674.72998046875,4726.35009765625,74.56449890136719
2022-01-13 05:00:00+00:00,3674.72998046875,4659.02978515625,74.56449890136719
2022-01-13 21:00:00+00:00,3596.97998046875,4659.02978515625,74.56449890136719
2022-01-14 00:00:00+00:00,3596.97998046875,4659.02978515625,76.30599975585938
2022-01-14 05:00:00+00:00,3596.97998046875,4662.85009765625,76.30599975585938
2022-01-16 21:00:00+00:00,3560.35009765625,4662.85009765625,76.30599975585938
2022-01-17 00:00:00+00:00,3560.35009765625,4662.85009765625,76.32450103759766
2022-01-17 21:00:00+00:00,3328.93994140625,4662.85009765625,76.32450103759766
2022-01-18 00:00:00+00:00,3328.93994140625,4662.85009765625,76.06199645996094
2022-01-18 05:00:00+00:00,3328.93994140625,4577.10986328125,76.06199645996094
2022-01-18 21:00:00+00:00,3436.820068359375,4577.10986328125,76.06199645996094
2022-01-19 00:00:00+00:00,3436.820068359375,4577.10986328125,76.80850219726562
2022-01-19 05:00:00+00:00,3436.820068359375,4532.759765625,76.80850219726562
2022-01-19 21:00:00+00:00,3516.02001953125,4532.759765625,76.80850219726562
2022-01-20 00:00:00+00:00,3516.02001953125,4532.759765625,76.31659698486328
2022-01-20 05:00:00+00:00,3516.02001953125,4482.72998046875,76.31659698486328
2022-01-20 21:00:00+00:00,3439.25,4482.72998046875,76.31659698486328
2022-01-21 00:00:00+00:00,3439.25,4482.72998046875,76.09130096435547
2022-01-21 05:00:00+00:00,3439.25,4397.93994140625,76.09130096435547
2022-01-23 21:00:00+00:00,3235.280029296875,4397.93994140625,76.09130096435547
2022-01-24 00:00:00+00:00,3235.280029296875,4397.93994140625,77.40599822998047
2022-01-24 05:00:00+00:00,3235.280029296875,4410.1298828125,77.40599822998047
2022-01-24 21:00:00+00:00,3258.739990234375,4410.1298828125,77.40599822998047
2022-01-25 00:00:00+00:00,3258.739990234375,4410.1298828125,78.65350341796875
2022-01-25 05:00:00+00:00,3258.739990234375,4356.4501953125,78.65350341796875
2022-01-25 21:00:00+00:00,3357.659912109375,4356.4501953125,78.65350341796875
2022-01-26 00:00:00+00:00,3357.659912109375,4356.4501953125,78.73570251464844
2022-01-26 05:00:00+00:00,3357.659912109375,4349.93017578125,78.73570251464844
2022-01-26 21:00:00+00:00,3455.929931640625,4349.93017578125,78.73570251464844
2022-01-27 00:00:00+00:00,3455.929931640625,4349.93017578125,79.19960021972656
2022-01-27 05:00:00+00:00,3455.929931640625,4326.509765625,79.19960021972656
2022-01-27 21:00:00+00:00,3488.60009765625,4326.509765625,79.19960021972656
2022-01-28 00:00:00+00:00,3488.60009765625,4326.509765625,78.07250213623047
2022-01-28 05:00:00+00:00,3488.60009765625,4431.85009765625,78.07250213623047
2022-01-30 21:00:00+00:00,3530.3798828125,4431.85009765625,78.07250213623047
2022-01-31 00:00:00+00:00,3530.3798828125,4431.85009765625,77.73580169677734
2022-01-31 05:00:00+00:00,3530.3798828125,4515.5498046875,77.73580169677734
2022-01-31 21:00:00+00:00,3548.169921875,4515.5498046875,77.73580169677734
2022-02-01 00:00:00+00:00,3548.169921875,4515.5498046875,77.30780029296875
2022-02-01 05:00:00+00:00,3548.169921875,4546.5400390625,77.30780029296875
2022-02-01 21:00:00+00:00,3543.800048828125,4546.5400390625,77.30780029296875
2022-02-02 00:00:00+00:00,3543.800048828125,4546.5400390625,76.69159698486328
2022-02-02 05:00:00+00:00,3543.800048828125,4589.3798828125,76.69159698486328
2022-02-02 21:00:00+00:00,3471.179931640625,4589.3798828125,76.69159698486328
2022-02-03 00:00:00+00:00,3471.179931640625,4589.3798828125,76.1729965209961
2022-02-03 05:00:00+00:00,3471.179931640625,4477.43994140625,76.1729965209961
2022-02-03 21:00:00+00:00,3471.010009765625,4477.43994140625,76.1729965209961
2022-02-04 00:00:00+00:00,3471.010009765625,4477.43994140625,76.4114990234375
2022-02-04 05:00:00+00:00,3471.010009765625,4500.52978515625,76.4114990234375
2022-02-06 21:00:00+00:00,3470.780029296875,4500.52978515625,76.4114990234375
2022-02-07 00:00:00+00:00,3470.780029296875,4500.52978515625,75.82779693603516
2022-02-07 05:00:00+00:00,3470.780029296875,4483.8701171875,75.82779693603516
2022-02-07 21:00:00+00:00,3551.64990234375,4483.8701171875,75.82779693603516
2022-02-08 00:00:00+00:00,3551.64990234375,4483.8701171875,75.41739654541016
2022-02-08 05:00:00+00:00,3551.64990234375,4521.5400390625,75.41739654541016
2022-02-08 21:00:00+00:00,3638.929931640625,4521.5400390625,75.41739654541016
2022-02-09 00:00:00+00:00,3638.929931640625,4521.5400390625,75.0354995727539
2022-02-09 05:00:00+00:00,3638.929931640625,4587.18017578125,75.0354995727539
2022-02-09 21:00:00+00:00,3655.760009765625,4587.18017578125,75.0354995727539
